,name,year,selling_price,km_driven,fuel,mileage(km/ltr/kg),engine,max_power,seats
311,Maruti Swift Dzire,2012,420000,120000,Petrol,17.4,1197.0,85.8,5.0
312,Maruti Swift LXI,2014,400000,50000,Petrol,20.4,1197.0,81.8,5.0
313,Hyundai i20 1.2,2010,254999,80000,Petrol,17.0,1197.0,80.0,5.0
314,Maruti Zen LXI,2003,65000,60000,Petrol,17.3,993.0,60.0,5.0
315,Maruti Celerio LXI,2017,351000,36000,Petrol,23.1,998.0,67.04,5.0
316,Toyota Innova 2.5,2007,404000,120000,Diesel,12.8,2494.0,102.0,8.0
317,Maruti Ritz LDi,2011,185000,185000,Diesel,21.1,1248.0,73.9,5.0
318,Nissan Micra Diesel,2011,250000,50000,Diesel,23.08,1461.0,63.1,5.0
319,Maruti Zen LXI,2002,60000,100000,Petrol,17.3,993.0,60.0,5.0
320,Hyundai Verna 1.6,2013,500000,50000,Petrol,17.1,1591.0,121.3,5.0
321,Maruti Zen Estilo,2007,85000,80000,Petrol,18.2,998.0,67.1,5.0
322,Maruti Alto LX,2005,85000,80000,Petrol,19.7,796.0,46.3,5.0
323,Maruti Swift Dzire,2011,265000,90000,Diesel,19.3,1248.0,73.9,5.0
324,Maruti A-Star Vxi,2010,130000,162000,Petrol,19.0,998.0,66.1,5.0
325,Maruti Ertiga VDI,2013,480000,110000,Diesel,20.77,1248.0,88.76,7.0
326,Maruti Swift Ldi,2008,170000,120000,Diesel,17.8,1248.0,75.0,5.0
327,Nissan Micra Diesel,2011,275000,45000,Diesel,23.08,1461.0,63.1,5.0
328,Maruti Wagon R,2005,89000,90000,Petrol,18.9,998.0,67.1,5.0
329,Ford Figo Diesel,2010,170000,90000,Diesel,20.0,1399.0,68.0,5.0
330,Mahindra XUV300 W8,2019,1090000,16500,Petrol,17.0,1197.0,110.0,5.0
331,Hyundai Creta 1.6,2017,1100000,67000,Diesel,17.01,1582.0,126.2,5.0
332,Maruti Swift VXI,2018,610000,52000,Petrol,22.0,1197.0,81.8,5.0
333,Datsun GO T,2016,335000,40000,Petrol,20.63,1198.0,67.0,5.0
334,Hyundai Grand i10,2015,434999,40000,Petrol,18.9,1197.0,82.0,5.0
335,Toyota Fortuner 2.8,2018,3000000,35000,Diesel,14.24,2755.0,174.5,7.0
336,Renault KWID RXL,2018,390000,13000,Petrol,20.71,799.0,53.26,5.0
337,Honda Brio 1.2,2012,325000,40000,Petrol,18.5,1198.0,86.8,5.0
338,Volkswagen Ameo 1.2,2019,640000,10000,Petrol,17.0,1198.0,73.75,5.0
339,Nissan Sunny XV,2012,450000,9000,Petrol,16.95,1498.0,97.7,5.0
340,Toyota Etios Liva,2013,400000,70000,Diesel,23.59,1364.0,67.06,5.0
341,Hyundai i10 Sportz,2009,215000,60000,Petrol,20.36,1197.0,78.9,5.0
342,Renault Duster 85PS,2014,570000,40000,Diesel,20.45,1461.0,83.8,5.0
343,Mahindra XUV500 W8,2012,680000,93000,Diesel,15.1,2179.0,140.0,7.0
344,Toyota Innova 2.5,2008,325000,80000,Diesel,12.8,2494.0,102.0,7.0
345,Tata Indigo CS,2011,150000,50000,Petrol,15.64,1193.0,64.08,5.0
346,Hyundai Elantra SX,2013,690000,68000,Petrol,14.5,1797.0,147.5,5.0
347,Mercedes-Benz New C-Class,2013,1550000,25000,Diesel,14.84,2143.0,170.0,5.0
348,Tata Nano STD,2012,64000,18000,Petrol,25.4,624.0,37.5,4.0
349,Nissan Micra Diesel,2013,250000,120000,Diesel,23.08,1461.0,63.1,5.0
350,Maruti Wagon R,2005,65000,35000,Petrol,18.9,998.0,67.1,5.0
351,Maruti Swift Dzire,2016,550000,60000,Diesel,26.59,1248.0,74.0,5.0
352,Hyundai i10 Magna,2010,140000,70000,Petrol,20.36,1197.0,78.9,5.0
353,Renault KWID RXT,2016,300000,30000,Petrol,25.17,799.0,53.3,5.0
354,Volkswagen GTI 1.8,2016,800000,70000,Petrol,16.34,1798.0,189.3,5.0
355,Jaguar XE 2016-2019,2017,2625000,9000,Diesel,13.6,1999.0,177.0,5.0
356,Lexus ES 300h,2019,5150000,20000,Petrol,22.37,2487.0,214.56,5.0
357,Jaguar XF 2.0,2017,3200000,45000,Diesel,19.33,1999.0,177.0,5.0
358,Tata Safari Storme,2015,503000,110000,Diesel,14.1,2179.0,147.94,7.0
359,Volvo XC40 D4,2019,3800000,20000,Diesel,18.0,1969.0,190.0,5.0
360,Toyota Camry 2.5,2016,2000000,68089,Petrol,19.16,2494.0,157.7,5.0
361,Maruti Wagon R,2013,225000,58343,Petrol,21.79,998.0,67.05,5.0
362,Maruti Baleno Alpha,2018,740000,38817,Diesel,27.39,1248.0,74.0,5.0
363,Honda Jazz VX,2016,550000,56494,Petrol,18.2,1199.0,88.7,5.0
364,Toyota Innova 2.5,2013,750000,79328,Diesel,12.99,2494.0,100.6,7.0
365,Maruti Swift AMT,2019,650000,5621,Petrol,22.0,1197.0,81.8,5.0
366,Toyota Etios VX,2017,625000,25538,Petrol,16.78,1496.0,88.73,5.0
367,Maruti Swift AMT,2018,600000,69779,Petrol,22.0,1197.0,81.8,5.0
368,Hyundai Grand i10,2017,450000,56290,Diesel,24.0,1186.0,73.97,5.0
369,BMW X4 M,2019,5400000,7500,Diesel,16.78,1995.0,190.0,5.0
370,BMW X4 M,2019,5500000,8500,Diesel,16.78,1995.0,190.0,5.0
371,Honda Amaze V,2019,779000,7032,Petrol,19.0,1199.0,88.76,5.0
372,Skoda Rapid 1.6,2016,645000,11000,Petrol,14.3,1598.0,103.5,5.0
373,Volvo V40 D3,2018,2475000,2000,Diesel,16.8,1984.0,150.0,5.0
374,Hyundai i10 Magna,2010,150000,106000,Petrol,20.36,1197.0,78.9,5.0
375,Honda CR-V 2.4L,2009,500000,120000,Petrol,11.1,2354.0,158.8,5.0
376,Maruti Swift Dzire,2015,480000,90000,Diesel,26.59,1248.0,74.0,5.0
377,Hyundai Verna 1.6,2014,535000,70000,Diesel,22.32,1582.0,126.32,5.0
378,Toyota Innova 2.5,2005,250000,240000,Diesel,12.8,2494.0,102.0,8.0
379,Maruti SX4 Celebration,2012,300000,100000,Diesel,21.5,1248.0,88.8,5.0
380,Hyundai Verna XXi,2009,340000,214000,Petrol,13.9,1599.0,103.2,5.0
381,Hyundai Verna CRDi,2009,340000,214000,Diesel,16.8,1493.0,110.0,5.0
382,Maruti Alto 800,2016,240000,50000,Petrol,22.74,796.0,47.3,5.0
383,Honda City i-VTEC,2018,1085000,1000,Petrol,18.0,1497.0,117.6,5.0
384,Maruti Swift Dzire,2017,750000,19000,Diesel,28.4,1248.0,74.02,5.0
385,Tata Indigo LS,2012,95000,265000,Diesel,17.0,1405.0,70.0,5.0
386,Maruti Eeco CNG,2020,409999,35000,CNG,20.88,1196.0,61.7,5.0
387,Maruti Alto K10,2014,215000,80000,Petrol,23.95,998.0,67.05,5.0
388,Mahindra XUV500 AT,2016,1290000,50000,Diesel,16.0,2179.0,140.0,7.0
389,Maruti Alto K10,2010,150000,80000,Petrol,20.92,998.0,67.1,5.0
390,Hyundai EON Sportz,2013,219000,50000,Petrol,21.1,814.0,55.2,5.0
391,Tata Tiago 1.2,2018,325000,100000,Petrol,23.84,1199.0,84.0,5.0
392,Maruti Eeco Smiles,2013,260000,120000,Petrol,15.1,1196.0,73.0,5.0
393,Jaguar XE 2016-2019,2017,2625000,9000,Diesel,13.6,1999.0,177.0,5.0
394,Lexus ES 300h,2019,5150000,20000,Petrol,22.37,2487.0,214.56,5.0
395,Jaguar XF 2.0,2017,3200000,45000,Diesel,19.33,1999.0,177.0,5.0
396,Tata Safari Storme,2015,503000,110000,Diesel,14.1,2179.0,147.94,7.0
397,Volvo XC40 D4,2019,3800000,20000,Diesel,18.0,1969.0,190.0,5.0
398,Toyota Camry 2.5,2016,2000000,68089,Petrol,19.16,2494.0,157.7,5.0
399,Maruti Wagon R,2013,225000,58343,Petrol,21.79,998.0,67.05,5.0
400,Maruti Baleno Alpha,2018,740000,38817,Diesel,27.39,1248.0,74.0,5.0
401,Honda Jazz VX,2016,550000,56494,Petrol,18.2,1199.0,88.7,5.0
402,Toyota Innova 2.5,2013,750000,79328,Diesel,12.99,2494.0,100.6,7.0
403,Maruti Swift AMT,2019,650000,5621,Petrol,22.0,1197.0,81.8,5.0
404,Toyota Etios VX,2017,625000,25538,Petrol,16.78,1496.0,88.73,5.0
405,Maruti Swift AMT,2018,600000,69779,Petrol,22.0,1197.0,81.8,5.0
406,Hyundai Grand i10,2017,450000,56290,Diesel,24.0,1186.0,73.97,5.0
407,BMW X4 M,2019,5400000,7500,Diesel,16.78,1995.0,190.0,5.0
408,BMW X4 M,2019,5500000,8500,Diesel,16.78,1995.0,190.0,5.0
409,Honda Amaze V,2019,779000,7032,Petrol,19.0,1199.0,88.76,5.0
410,Skoda Rapid 1.6,2016,645000,11000,Petrol,14.3,1598.0,103.5,5.0
411,Volvo V40 D3,2018,2475000,2000,Diesel,16.8,1984.0,150.0,5.0
412,Honda Amaze S,2019,700000,40000,Diesel,23.8,1498.0,78.9,5.0
413,Hyundai Creta 1.4,2017,950000,45000,Diesel,21.38,1396.0,88.7,5.0
414,Maruti Alto LXi,2010,160000,80000,Petrol,19.7,796.0,46.3,5.0
415,Hyundai Xcent 1.1,2015,409999,135000,Diesel,24.4,1120.0,71.01,5.0
416,Toyota Innova 2.5,2015,840000,120000,Diesel,12.99,2494.0,100.6,7.0
417,Toyota Etios Liva,2013,450000,67000,Diesel,23.59,1364.0,67.1,5.0
418,Maruti Swift Dzire,2017,900000,50000,Diesel,28.4,1248.0,74.02,5.0
419,Toyota Innova 2.5,2008,570000,134000,Diesel,12.8,2494.0,102.0,7.0
420,Nissan Micra Diesel,2011,254999,110000,Diesel,23.08,1461.0,63.1,5.0
421,Maruti 800 AC,2009,130000,40000,Petrol,16.1,796.0,37.0,4.0
422,Maruti Swift Dzire,2013,530000,120000,Diesel,23.4,1248.0,74.0,5.0
423,Volkswagen Polo 1.5,2015,520000,110000,Diesel,20.14,1498.0,88.8,5.0
424,Mahindra Verito 1.5,2011,229999,170000,Diesel,21.0,1461.0,64.1,5.0
425,Maruti 800 AC,2004,81000,80000,Petrol,16.1,796.0,37.0,4.0
426,Maruti Swift VDI,2016,600000,47000,Diesel,25.2,1248.0,74.0,5.0
427,Hyundai Xcent 1.2,2015,409999,93000,Petrol,19.1,1197.0,81.86,5.0
428,Maruti 800 Std,2010,120000,70000,Petrol,16.1,796.0,37.0,4.0
429,Maruti Celerio VXI,2014,320000,50000,Petrol,23.1,998.0,67.04,5.0
430,Ford Figo Diesel,2015,292000,70000,Diesel,20.0,1399.0,68.05,5.0
431,Tata Safari DICOR,2012,390000,80000,Diesel,13.93,2179.0,138.03,7.0
432,Ford Figo 1.2P,2016,550000,44000,Petrol,18.16,1196.0,86.8,5.0
433,Maruti Celerio ZXI,2014,385000,25000,Petrol,23.1,998.0,67.04,5.0
434,Hyundai Creta 1.6,2016,800000,25000,Petrol,15.29,1591.0,121.3,5.0
435,Maruti Swift Dzire,2019,675000,10000,Petrol,21.21,1197.0,81.8,5.0
436,Tata Hexa XT,2018,1525000,50000,Diesel,17.6,2179.0,153.86,7.0
437,Ford EcoSport 1.5,2018,950000,30000,Diesel,23.0,1498.0,98.96,5.0
438,Hyundai i20 Active,2015,610000,50000,Diesel,21.19,1396.0,88.73,5.0
439,Hyundai i20 Asta,2012,525000,120000,Diesel,22.54,1396.0,88.73,5.0
440,Honda Amaze S,2019,700000,40000,Diesel,23.8,1498.0,78.9,5.0
441,Mahindra Bolero 2011-2019,2015,375000,80000,Diesel,15.96,2523.0,62.1,7.0
442,Nissan Terrano XL,2015,580000,90000,Diesel,20.45,1461.0,83.8,5.0
443,Maruti Swift VXI,2015,434999,50000,Petrol,20.4,1197.0,83.11,5.0
444,Datsun RediGO 1.0,2020,350000,2136,Petrol,22.5,999.0,67.0,5.0
445,Toyota Innova 2.5,2012,730000,250000,Diesel,12.99,2494.0,100.0,7.0
446,Hyundai i20 Magna,2015,600000,35000,Petrol,18.6,1197.0,81.83,5.0
447,Toyota Innova 2.5,2015,1050000,120000,Diesel,12.99,2494.0,100.6,7.0
448,Maruti Baleno Alpha,2017,735000,70000,Diesel,27.39,1248.0,74.0,5.0
449,Renault Duster 110PS,2018,1050000,18000,Diesel,19.6,1461.0,108.45,5.0
450,Chevrolet Enjoy 1.3,2016,420000,110000,Diesel,18.2,1248.0,73.74,7.0
451,Maruti SX4 S,2017,800000,60000,Diesel,23.65,1248.0,88.5,5.0
452,Toyota Fortuner 4x2,2015,2000000,60000,Diesel,12.55,2982.0,168.5,7.0
453,Maruti Swift Dzire,2016,600000,147000,Diesel,26.59,1248.0,74.0,5.0
454,Toyota Fortuner 4x2,2015,1900000,130000,Diesel,12.55,2982.0,168.5,7.0
455,Chevrolet Captiva LT,2011,500000,99500,Diesel,11.5,1991.0,147.9,7.0
456,Tata Indica Vista,2011,200000,110000,Diesel,17.0,1405.0,71.0,5.0
457,Nissan Micra Active,2016,370000,35000,Petrol,19.49,1198.0,67.04,5.0
458,Hyundai Verna Transform,2010,260000,110000,Diesel,16.2,1493.0,110.0,5.0
459,Mahindra KUV 100,2016,280000,100000,Diesel,25.32,1198.0,77.0,6.0
460,Maruti Ertiga VXI,2014,610000,21000,Petrol,16.02,1373.0,93.7,7.0
461,Ford Fiesta Titanium,2013,300000,60000,Diesel,23.5,1498.0,90.0,5.0
462,Tata Indigo CS,2010,140000,40000,Diesel,16.6,1405.0,70.0,5.0
463,Hyundai i10 Magna,2008,229999,50000,Petrol,19.81,1086.0,68.05,5.0
464,Maruti A-Star Vxi,2010,200000,65000,Petrol,19.0,998.0,66.1,5.0
465,Maruti Wagon R,2011,200000,80000,Petrol,18.9,998.0,67.1,5.0
466,Hyundai Verna 1.6,2015,560000,119000,Diesel,23.9,1582.0,126.2,5.0
467,Maruti Ertiga SHVS,2016,750000,80000,Diesel,24.52,1248.0,88.5,7.0
468,Maruti Swift VDI,2017,585000,90000,Diesel,25.2,1248.0,74.0,5.0
469,Hyundai Verna 1.6,2016,760000,20000,Petrol,17.01,1591.0,121.4,5.0
470,Maruti Swift VDI,2014,430000,80000,Diesel,25.2,1248.0,74.0,5.0
471,Mahindra KUV 100,2020,480000,44665,Diesel,25.32,1198.0,77.0,6.0
472,Kia Seltos HTE,2019,643000,10000,Diesel,20.8,1493.0,113.4,5.0
473,Hyundai Xcent 1.2,2018,500000,60000,Petrol,20.14,1197.0,81.86,5.0
474,Honda Brio 1.2,2016,425000,22000,Petrol,18.5,1198.0,86.8,5.0
475,Maruti Alto 800,2014,250000,25000,Petrol,22.74,796.0,47.3,5.0
476,Maruti Celerio LDi,2016,285000,70000,Diesel,27.62,793.0,47.0,5.0
477,Maruti Swift Dzire,2008,160000,123000,Petrol,17.5,1298.0,85.8,5.0
478,Volkswagen Vento Diesel,2011,250000,70000,Diesel,20.54,1598.0,103.6,5.0
479,Chevrolet Beat LS,2013,170000,70000,Petrol,18.6,1199.0,79.4,5.0
480,Toyota Etios Liva,2013,409999,45000,Diesel,23.59,1364.0,67.06,5.0
481,Hyundai Grand i10,2015,400000,40000,Petrol,18.9,1197.0,82.0,5.0
482,Maruti Swift Dzire,2019,700000,30000,Diesel,28.4,1248.0,74.02,5.0
483,Honda Civic 1.8,2007,350000,90000,Petrol,12.9,1799.0,130.0,5.0
484,Maruti Ertiga BSIV,2016,660000,34000,Petrol,17.5,1373.0,91.1,7.0
485,Maruti Alto 800,2017,268000,25000,Petrol,24.7,796.0,47.3,5.0
486,Maruti Alto 800,2016,270000,50000,Petrol,22.74,796.0,47.3,5.0
487,Chevrolet Beat Diesel,2013,300000,50000,Diesel,25.44,936.0,57.6,5.0
488,Tata Tiago 1.2,2017,450000,90000,Petrol,23.84,1199.0,84.0,5.0
489,Chevrolet Beat Diesel,2012,220000,70000,Diesel,25.44,936.0,57.6,5.0
490,Tata New Safari,2009,250000,146000,Diesel,13.93,2179.0,138.0,7.0
491,Ford Figo Petrol,2012,300000,85000,Petrol,15.6,1196.0,70.0,5.0
492,Tata Indica V2,2009,88000,201850,Diesel,17.88,1396.0,52.8,5.0
493,Maruti Swift Dzire,2016,561000,30000,Diesel,26.59,1248.0,74.0,5.0
494,Maruti Swift Dzire,2018,755000,15000,Diesel,28.4,1248.0,74.02,5.0
495,Datsun RediGO S,2017,235000,25000,Petrol,22.7,799.0,53.64,5.0
496,Maruti Alto K10,2011,165000,90000,Petrol,20.92,998.0,67.1,5.0
497,Maruti Swift Dzire,2008,190000,80000,Diesel,19.3,1248.0,73.9,5.0
498,Tata Indica V2,2011,110000,50000,Diesel,17.2,1396.0,53.5,5.0
499,Mahindra Bolero 2011-2019,2012,320000,80000,Diesel,13.6,2523.0,63.0,8.0
500,Hyundai i20 Asta,2016,540000,38000,Petrol,18.6,1197.0,81.83,5.0
501,Hyundai EON Era,2013,180000,60000,Petrol,21.1,814.0,55.2,5.0
502,Maruti Eeco 7,2016,270000,100000,Petrol,15.37,1196.0,73.0,7.0
503,Maruti Swift Dzire,2012,450000,30000,Petrol,17.5,1197.0,85.8,5.0
504,Maruti Swift Dzire,2014,450000,30000,Petrol,19.1,1197.0,85.8,5.0
505,Chevrolet Beat LT,2015,200000,50000,Petrol,18.6,1199.0,76.8,5.0
506,Tata Tiago 1.2,2017,425000,42000,Petrol,23.84,1199.0,84.0,5.0
507,Chevrolet Sail 1.2,2016,400000,30000,Petrol,18.2,1199.0,82.4,5.0
508,Maruti Alto LXi,2009,125000,60000,Petrol,19.7,796.0,46.3,5.0
509,Jeep Compass 2.0,2018,1600000,14000,Diesel,17.1,1956.0,170.0,5.0
510,Honda City i,2015,900000,22000,Petrol,17.4,1497.0,117.3,5.0
511,Volkswagen Vento Diesel,2012,450000,90000,Diesel,20.54,1598.0,103.6,5.0
512,Maruti Alto K10,2011,210000,46000,Petrol,20.92,998.0,67.1,5.0
513,Hyundai i20 1.2,2018,801000,20000,Petrol,18.6,1197.0,81.83,5.0
514,Tata Venture EX,2014,317000,15000,Diesel,15.42,1405.0,70.0,7.0
515,Maruti Ertiga VXI,2015,600000,40000,Petrol,16.02,1373.0,93.7,7.0
516,Hyundai i20 Magna,2014,330000,30000,Petrol,18.5,1197.0,82.85,5.0
517,Hyundai EON Magna,2017,320000,15000,Petrol,21.1,814.0,55.2,5.0
518,Hyundai Getz GLX,2007,120000,110000,Petrol,15.3,1341.0,83.0,5.0
519,Maruti Alto LXi,2009,130000,70000,Petrol,19.7,796.0,46.3,5.0
520,Chevrolet Sail 1.2,2015,220000,80000,Petrol,18.2,1199.0,82.4,5.0
521,Tata Zest Revotron,2015,340000,110000,Petrol,17.57,1193.0,88.7,5.0
522,Ford Classic 1.4,2013,200000,70000,Diesel,19.68,1399.0,67.0,5.0
523,Maruti Alto LXI,2002,140000,50000,Petrol,19.7,796.0,46.3,5.0
524,Toyota Innova 2.5,2013,1000000,190000,Diesel,12.99,2494.0,100.6,8.0
525,Mahindra Bolero SLX,2010,495000,100000,Diesel,13.6,2523.0,63.0,7.0
526,Maruti Alto 800,2015,236000,60000,Petrol,22.74,796.0,47.3,5.0
527,Maruti Wagon R,2015,390000,40000,Petrol,20.51,998.0,67.04,5.0
528,Maruti Swift Dzire,2009,275000,90000,Diesel,19.3,1248.0,73.9,5.0
529,Tata Safari Storme,2015,503000,110000,Diesel,14.1,2179.0,147.94,7.0
530,Maruti Vitara Brezza,2017,775000,32000,Diesel,24.3,1248.0,88.5,5.0
531,Toyota Innova Crysta,2016,1800000,30000,Diesel,11.36,2755.0,171.5,7.0
532,Hyundai Creta 1.6,2016,850000,58000,Diesel,19.67,1582.0,126.2,5.0
533,Maruti Vitara Brezza,2018,750000,5000,Diesel,24.3,1248.0,88.5,5.0
534,Hyundai i20 1.2,2018,570000,25000,Petrol,18.6,1197.0,81.83,5.0
535,Hyundai Grand i10,2018,580000,32000,Petrol,18.9,1197.0,81.86,5.0
536,Honda Jazz 1.2,2016,484999,30000,Petrol,18.7,1199.0,88.7,5.0
537,Honda BR-V i-VTEC,2017,700000,43000,Petrol,15.4,1497.0,117.3,7.0
538,Hyundai Verna S,2012,415000,60000,Petrol,17.7,1497.0,113.42,5.0
539,Nissan Micra XV,2015,325000,50000,Petrol,19.34,1198.0,76.0,5.0
540,Ford Figo Aspire,2018,550000,14200,Petrol,18.16,1196.0,86.8,5.0
541,Hyundai EON Sportz,2017,300000,10000,Petrol,21.1,814.0,55.2,5.0
542,Datsun RediGO T,2018,217000,25000,Petrol,22.7,799.0,53.64,5.0
543,Ford Freestyle Titanium,2018,700000,19100,Petrol,19.0,1194.0,94.68,5.0
544,Hyundai Santro Sportz,2019,466000,25000,Petrol,20.3,1086.0,68.0,5.0
545,Ford EcoSport 1.5,2014,484999,54000,Diesel,23.0,1498.0,98.96,5.0
546,Nissan Sunny XL,2018,670000,35000,Diesel,22.71,1461.0,84.8,5.0
547,Hyundai Grand i10,2018,500000,20000,Petrol,18.9,1197.0,81.86,5.0
548,Maruti SX4 S,2016,675000,52000,Diesel,23.65,1248.0,88.5,5.0
549,Hyundai i20 1.4,2011,220000,120000,Diesel,23.0,1396.0,90.0,5.0
550,Jeep Compass 2.0,2017,1650000,50000,Diesel,17.1,1956.0,170.0,5.0
551,Maruti Ertiga ZDI,2013,630000,120000,Diesel,20.77,1248.0,88.8,7.0
552,Tata Manza Aura,2010,250000,90000,Diesel,18.8,1248.0,90.0,5.0
553,Maruti Wagon R,2004,120000,120000,Petrol,18.9,998.0,67.1,5.0
554,Skoda Rapid 1.5,2015,300000,101500,Diesel,21.14,1498.0,103.52,5.0
555,Hyundai Verna 1.6,2013,525000,75000,Diesel,22.32,1582.0,126.3,5.0
556,Mahindra Scorpio 1.99,2016,1100000,100000,Diesel,15.4,1997.0,120.0,7.0
557,Renault Duster 110PS,2012,480000,55735,Diesel,19.01,1461.0,108.45,5.0
558,Mahindra XUV500 W4,2014,605000,80000,Diesel,15.1,2179.0,140.0,7.0
559,Maruti Alto 800,2016,250000,50000,Petrol,24.7,796.0,47.3,5.0
560,Ford Figo Diesel,2013,245000,70000,Diesel,20.0,1399.0,68.1,5.0
561,Hyundai i10 Magna,2012,210000,76000,Petrol,20.36,1197.0,78.9,5.0
562,Maruti Swift Dzire,2020,730000,1500,Petrol,21.21,1197.0,81.8,5.0
563,Mahindra Bolero 2011-2019,2012,500000,76000,Diesel,15.96,2523.0,62.1,7.0
564,Maruti Wagon R,2015,400000,40000,Petrol,20.51,998.0,67.04,5.0
565,Hyundai EON Magna,2015,280000,60000,Petrol,21.1,814.0,55.2,5.0
566,Toyota Innova 2.5,2009,561000,170000,Diesel,12.8,2494.0,102.0,8.0
567,Mitsubishi Pajero Sport,2013,950000,181491,Diesel,13.5,2477.0,175.56,7.0
568,Chevrolet Beat Diesel,2016,375000,53319,Diesel,25.44,936.0,56.3,5.0
569,Volkswagen Ameo 1.5,2017,700000,40906,Diesel,21.66,1498.0,108.62,5.0
570,Toyota Etios VX,2012,375000,31711,Petrol,17.6,1496.0,88.7,5.0
571,Hyundai EON Era,2012,270000,43755,Petrol,21.1,814.0,55.2,5.0
572,Renault KWID RXT,2016,300000,66693,Petrol,25.17,799.0,53.3,5.0
573,Maruti Zen Estilo,2010,225000,59549,Petrol,19.0,998.0,67.1,5.0
574,Toyota Innova 2.5,2015,1350000,94385,Diesel,12.99,2494.0,100.6,8.0
575,Maruti Zen Estilo,2010,200000,73730,Petrol,18.2,998.0,67.1,5.0
576,Hyundai Verna 1.6,2011,400000,221889,Diesel,22.32,1582.0,126.32,5.0
577,Honda Amaze VX,2013,500000,116104,Diesel,25.8,1498.0,98.6,5.0
578,Maruti Swift VXI,2015,500000,150546,Petrol,22.0,1197.0,81.8,5.0
579,Toyota Fortuner 2.8,2013,1500000,148120,Diesel,14.24,2755.0,174.5,7.0
580,Ford Ecosport 1.5,2015,555000,20000,Petrol,15.8,1499.0,110.0,5.0
581,Hyundai Grand i10,2018,580000,30000,Petrol,18.9,1197.0,81.86,5.0
582,Tata Aria Pride,2011,337000,142000,Diesel,13.7,2179.0,138.1,7.0
583,Tata Sumo CX,2011,175000,20000,Diesel,12.2,1948.0,68.0,10.0
584,Tata Manza Aura,2009,180000,120000,Diesel,18.8,1248.0,90.0,5.0
585,Hyundai i10 Sportz,2011,200000,80000,Petrol,19.81,1086.0,68.05,5.0
586,Tata Indigo CS,2016,260000,60000,Diesel,19.09,1405.0,69.01,5.0
587,Renault KWID 1.0,2016,350000,25000,Petrol,23.01,999.0,67.0,5.0
588,Mahindra Bolero SLX,2011,409999,50000,Diesel,13.6,2523.0,63.0,7.0
589,Mahindra TUV 300,2017,655000,126000,Diesel,18.49,1493.0,100.0,7.0
590,Maruti Swift Dzire,2015,370000,170000,Diesel,26.59,1248.0,74.0,5.0
591,Maruti Alto 800,2013,200000,24000,Petrol,22.74,796.0,47.3,5.0
592,Maruti Ertiga SHVS,2017,800000,100000,Diesel,24.52,1248.0,88.5,7.0
593,Tata Tiago NRG,2019,550000,10000,Petrol,24.0,1199.0,83.81,5.0
594,Ford Figo Diesel,2012,300000,70000,Diesel,20.0,1399.0,68.0,5.0
595,Maruti Omni E,2017,220000,40000,Petrol,16.8,796.0,34.2,8.0
596,Maruti Wagon R,2011,196000,110000,Petrol,18.9,998.0,67.1,5.0
597,Hyundai i10 Era,2008,135000,80000,Petrol,19.81,1086.0,68.05,5.0
598,Tata Bolt Revotron,2015,299000,16500,Petrol,17.57,1193.0,88.7,5.0
599,Maruti Alto K10,2017,300000,30000,Petrol,23.95,998.0,67.05,5.0
600,Maruti Ertiga SHVS,2017,720000,80000,Diesel,24.52,1248.0,88.5,7.0
601,Tata Safari Storme,2016,650000,50000,Diesel,14.1,2179.0,147.94,7.0
602,Maruti Alto K10,2016,300000,25000,Petrol,23.95,998.0,67.05,5.0
603,Hyundai Grand i10,2019,750000,20000,Diesel,24.0,1186.0,73.97,5.0
604,Renault KWID RXT,2016,260000,60000,Petrol,25.17,799.0,53.3,5.0
605,Maruti Swift VDI,2011,300000,70000,Diesel,22.9,1248.0,74.0,5.0
606,Mahindra Bolero 2011-2019,2014,600000,50000,Diesel,15.96,2523.0,62.1,7.0
607,Honda Accord V6,2004,275000,100000,Petrol,9.0,2997.0,218.0,5.0
608,Maruti Alto K10,2015,250000,52000,Petrol,23.95,998.0,67.05,5.0
609,Maruti Swift Dzire,2014,420000,80000,Diesel,23.4,1248.0,74.0,5.0
610,Hyundai EON Era,2015,235000,50000,Petrol,21.1,814.0,55.2,5.0
611,Mahindra Scorpio S10,2016,1100000,60000,Diesel,15.4,2179.0,120.0,7.0
612,Maruti Alto K10,2019,360000,25000,Petrol,23.95,998.0,67.05,5.0
613,Hyundai Grand i10,2014,380000,50000,Diesel,24.0,1120.0,70.0,5.0
614,Ford EcoSport 1.5,2016,650000,125000,Diesel,22.77,1498.0,98.59,5.0
615,Maruti Wagon R,2016,350000,80000,Petrol,20.51,998.0,67.04,5.0
616,Mahindra Bolero 2011-2019,2017,700000,70000,Diesel,15.96,2523.0,63.0,9.0
617,Hyundai i20 Asta,2010,270000,90000,Diesel,23.0,1396.0,90.0,5.0
618,Tata Bolt Quadrajet,2017,450000,50000,Diesel,22.95,1248.0,74.0,5.0
619,Mahindra Thar CRDe,2016,630000,101000,Diesel,16.55,2498.0,105.0,6.0
620,Mahindra Xylo E4,2010,229999,168000,Diesel,14.0,2498.0,112.0,7.0
621,Mahindra Xylo E4,2010,229999,168000,Diesel,14.0,2498.0,112.0,7.0
622,Maruti Wagon R,2011,270000,40000,Petrol,18.9,998.0,67.1,5.0
623,Tata Indica Vista,2009,135000,28900,Petrol,0.0,1172.0,65.0,5.0
